text,food
I lost my #foodhallen virginity \U0001f631. Those rice paper rolls were SOOOO WELL BALANCED AND DELICIOUS. #foodjourney #foodie #amsterdamfood,['rice']
Went to the Foodhallen and tried out the awesome pork belly banh mi and on top of that tried out the famous raw herring at Stube's Haring #amsterdamfood #netherlands,"['pork', 'herring']"
#lifeisgood#breakfast#sandwich#foodie #livelaughlove #amsterdam#amsterdamfood chorizo sandwich\U0001f374,"['sandwich', 'chorizo', 'breakfast sandwich']"
"Eggs in hell with chorizo, sprouts, avocado, onions and tomato sugo. delicious #amsterdamfood #amsterdamnoord #iamsterdam #foodblogger #noord #amsterdambreakfast #foodbloggeramsterdam #lesconnaisseurs","['eggs', 'chorizo', 'sprouts', 'avocado', 'tomato']"
"Black Angus tartar, smoked Sriracha mayonnaise and roasted rice #foodie #foodieamsterdam","['mayonnaise', 'rice']"
Brazilian p\xe3o de queijo from @fatpao_ at Pure Markt in Amsterdam today. They were fresh from the oven when we walked up to their stand. Crispy on the outside and warm gooey cheesiness on the inside. Yummmmm!!! #puremarkt #amsterdam #amsterdamfood #fatpao #paodequeijo #cheese #cheesebun #ipig_amsterdam,['cheese']
Yoghurt Barn \U0001f44c\U0001f3fc delicious \U0001f493 with dark Tony's Chocolonely #yummy #yoghurtbarn #yoghurt #darkchocolate #fig #honey #depijpamsterdam #sunny #sunday #delicious #foodie #foodblogger #spoon #amsterdam #amsterdamfood #sundayfunday #lekker #yoghurtbowl #chocolate #amstagram #happyweekend #tonychocolonely,"['yoghurt', 'fig', 'honey', 'chocolate']"
Dinner is served! Sweet potato carpaccio  #manamana #amsterdam #lekker #sweetpotatocarpaccio #manamana  #amsterdamrestaurants #depijp #food #vegetariandish #amsterdamtreasures #myfavoriterestaurantinamsterdam #israelifood #amsterdamfood #charmingrestaurants #ManaMana #sweetpotato #carpaccio #parmesan #kaas #,"['potato', 'carpaccio', 'parmesan', 'sweet potato']"
"Amsterdam has many treats to explore in the Albert Cuypmarkt, these #poffertjes with traditional butter and icing sugar, or Nutella, Grand Mariner or all or the above.... we're delicious #familyfood #amsterdamfoodie #amsterdamfood","['poffertjes', 'butter', 'sugar', 'nutella']"
Brigadeiros! Esses s\xe3o da @sweetbobamsterdam Delicia! #amsterdam #brigadeiro,['brigadeiro']
In Amsterdam you can find these tasty cream filled pastries \U0001f60b. I want one now!!! ---- Repost of @michellejacquelinekoehn Good taste Michelle \U0001f44d\U0001f3fc ------ #food #amsterdam #amsterdamcity #amsterdam\U0001f1f3\U0001f1f1 #amsterdamlife #amsterdamworld #amsterdamweed #amsterdamcanals #schipol #schipolairport #ams #harlem #hoofddorp #zandvoort #zaandam #diemen #ijmeer #amsterdamairport #klm #amsterdamfood #amsterdam2016 #amsterdamarena #amsterdamsebos #amsterdamn #amsterdamnoord #amsterdamoost #amsterdamcentraal #amsterdamstreetart,['cream']
"Another first from our brief trip to explore Amsterdam, #bitterballen, there were more in the bowl but clearly they were too good to last long.  A little fried Dutch appetizer, a flour and meat roux with herbs and seasoning, these ones were also lightly curried  #amsterdamfood #amsterdamfoodie #familyfood #brasseriedejoffers","['bitterballen', 'meat']"
Pulled pork sandwich today at The Chippy #pulledpork #thechippy #sunday #amsterdam #gramthedam #amsterdamfood #lekker #kinkerstraat,"['pork', 'sandwich']"
Back to Amsterdam and it's diverse offer of restaurants with world cuisines. First dinner: #thaifood in a lovely small restaurant. Beef with mango was exceptionally delicious! #introverteats #amsterdamfood #welcomehome #instafood #instafoodie #vscofood #vscocam #vsco #foodporn,"['beef', 'mango']"
"Den letzten Abend in Amsterdam genie\xdfe ich bei @sirhummus in De Pijp mit dem vielleicht besten Hummus der Welt. \U0001f60d\U0001f64c\U0001f3fb Morgen geht die Reise weiter. Wohin genau, dar\xfcber schreibe ich morgen in einem nem neuen Amsterdambeitrag auf dem Blog. \U0001f697\U0001f44b\U0001f3fb Sch\xf6nen Abend euch!  #igersamsterdam #sirhummus #amsterdam #depijp #amsterdamguide #amsterdamfood #hummus #fr\xe4uleinankeraufreisen #travelblog #wanderlust",['hummus']
Dream come true. A visit to the oldest Jewish pickle shop in Amsterdam. Five generations have had this shop. Crispy and perfect. Have a little bag with me to bring back to Sweden. Reports about this pickle shop exclaim that Van Gogh wrote in his diaries about the yellow of these pickles and there have been studies to compare the yellows in his Sunflower paintings with De Leeuw's yellow pickes. They are apparently a match! #pickla #pickles #foodhunter #vangoghspickles #vangogh #foodfromheaven #amsterdamfood #foodforthought #foodforfoodies,['pickles']
Fresh mint tea! \U0001f343,"['mint', 'tea']"
Time for indonesian food at the beautiful restaurant blauw. First some gin tonic! Allready in love with this place.  #restaurantblauw #indonesian #indonesisch #gintonic #drinkstagram #lovethisplace  #tattooedfoodies #tattooedfoodiesdoamsterdam #belgianblogger #amsterdamned #amsterdamfood #dutchfood #amsterdam #24hoursinamsterdam #instagramsterdam #igersofbelgium #foodie #foodphotography #foodpics #love #family #roadtrip #foodtrip #holland,['gin']
So little time to cook recently... but #vegetarian burger from #vegetarischeslager at Tolbar made it easier to accept. #amsterdamfood #introverteats #notimeforcooking #comfortfood #vsco #vscofood #vscocam #foodporn #instafood,['vegetarian']
"Spatchcook Rooster and lemon butter at Cafe Panache, Amsterdam. \U0001f4a5\U0001f44c\U0001f3fc #basil #rooster #chicken #lemon #butter #food #foodie #foodporn #eeeeats #amsterdam #amsterdamfood","['lemon', 'butter']"
"First #birthday cake today, from Banketbakkerij Arnold Cornelis. With strawberries, vanilla cream and sugar coated crust. #birthdaycake #introverteats #timetocelebrate #dessertforbreakfast #instasweet #amsterdamfood #vscofood #vscocam","['cake', 'vanilla', 'cream', 'sugar']"
Happy faces #meatlessdistrict we serve delicious alcohol-free prosecco #babybump #newmommytobe @ylvavanwijk @chrisluka #prosecco #meatless #hotspot  #amsterdamfood #veganamsterdam  #amsterdamhotspot #healthyfoodblog #healthyamsterdam #vegan #plantbased #plantpower #foodie #vegetarian  #amsterdam,"['vegetarian', 'happy faces']"
coffee & tuna sandwich break after a four hour walk around amsterdam - so tired but we got the perfect weather today - not too hot and not too cold \U0001f634 #broodbar #amsterdam #amsterdamfood #tunasandwich #matchamichiinamsterdam,"['coffee', 'tuna', 'sandwich']"
"family arrived in amsterdam this evening and was craving for chinese food too - my second time at #newkingamsterdam today \U0001f60a - salt & squid, stuffed aubergine with fish paste and mixed plate with char siu pork , roast duck & roast pork - nephew approved!! \U0001f592 @newkingamsterdam #chinesefood #cantonesefood #saltpepersquid #stuffedaubergine #roastedduck #roastpork #charsiupork #amsterdam #matchamichiinamsterdam #amsterdamfood #chinatownamsterdam #chinatown","['squid', 'aubergine', 'fish', 'pork', 'duck', 'char siu']"
"These crispy golden balls are what the Dutch called BitterBallen. And if you are wondering from the name if it taste bitter? No, they don't! These crispy bite-size Dutch meat-snacks typically containing a mixture of minced beef, beef broth, butter, flour for thickening, parsley, salt and pepper, deep fried to perfection, resulting in a thick roux. Making it the best snacks one can ever come up with \U0001f64c\U0001f3fc\U0001f64c\U0001f3fc\U0001f44f\U0001f3fc\U0001f1f3\U0001f1f1 #AATeats #bitterballen #dutchtown #amsterdamfood","['bitterballen', 'meat', 'beef', 'butter', 'pepper']"
"We just love de foodhallen in Amsterdam!!! They have so many choices!!! After last time enjoying THE BUTCHER's delicious burger and fries and MAZA's awesome mezze plate, we tried VI\xcaT VIEW's amazing fresh rice paper rolls with shrimps and nice nachos from THE GREEN BROTHERS this time!!! It was a great snack in the late evening with a perfect atmosphere in these fantastic halls!!!! #netherlands#amsterdam#defoodhallen#defoodhallenamsterdam#amsterdamfood#amsterdamfoodguide#foodlove#lovefood#foooodieee#feedthegal#feedyoursoull#thefeedfeed#foodlikewhoa#dailyfoodfeed#foodblogger#chipi_amsterdam","['rice', 'nachos']"
'Twee broodjes liefde alsjeblieft!' \u270c\ufe0fWij zijn nu 7 dgn p/w open 17.00-21.00 ----- #amsterdam #amsterdamfood #amsterdamwest #vegetarier #vegetarian #happycustomer #kiosk #vleeschnochvisch #westerpark #pita #gyros #staatsliedenbuurt #nomnomnom #foodtrucklife #streetfood,"['vegetarian', 'pita']"
Our orange raisin bran muffin is perfect for those in a hurry and want a touch of healthy. Cake and a coffee only \u20ac5.50 at #DragonsDelightRestuarantAndBakery #lekker #amsterdambakery #depijp  #amsterdamzuid #koffie #spotoncoffeeroasters #healthy #amsterdamfood #muffin #mmm #wereallmadhere #orange #bran #coffeetogo #deals #offer,"['orange', 'muffin', 'cake', 'coffee']"
"Amsterdam Special #6 : Stroopwafels.  The waffles to top all waffles, the dutch delight, The Stroopwafel. Two thin waffles sandwiched with a caramel filling on the inside. They taste amazing hot off the waffle maker (or even otherwise). If they go hard you can always keep them on top of your cup of coffee or tea and it warms right up. What more do you want! Definitely recommended!  Follow for more delicious food pics.  Check out more stuff food stuff here: http://thefoodasaurus.com  #stroopwafel #waffles #amsterdam #amsterdamfood #Foodblogger #foodpics #foodporn #foodgasm #thefoodpunch #buzzfeast #foodblog #foodie #instafood #FoodPhotography #mumbaicuisine #mumbaifoodie #munchymumbai #carnivore #food #foodofmumbai #foodpornshare #LoveToEat #LiveToEat #foodstagram #foodshare #goodeats #mumbaifoodicious #zomato","['stroopwafel', 'caramel', 'waffle', 'coffee', 'tea']"
THE best ramen in town! \u270c\u2764\U0001f3d4\u2764\u270c,['ramen']
heel lekker #breakfast #bananapancakes #blueberries #honey #banana #pannenkoek #homemade #heellekker #ontbijt #amsterdamfood,"['honey', 'banana']"
These pancakes are amazing\u2728\U0001f497@bakersandroasters #amsterdam #bakersandroasters #amsterdamfood #amsterdamfoodie #lovefood #foodie #pancakes #banana #hotspot #love #EEEEEATS  #breakfast #netherlands,['banana']
heel lekker #egg #omelet #sushi #rijst #diner #ikibeer #heellekker #amsterdamfood,"['egg', 'sushi']"
Pizza Sophia Lauren: which one would you go for? #hiltonamsterdam #amsterdamfood #italiancuisine,['pizza']
Pause d\xe9j \U0001f354\U0001f331 #amsterdam #amsterdamfood #amsterdamcity #clubsandwich #hamburger #healtyfood #lunchtime #lempicka #brasserie,['hamburger']
"Morels, gnocchi, fresh peas, toasted buckweat, and a ramson sauce  #amsterdamfood #amsterdamrestaurants #rijksrestaurant #amsterdamlife #dutchcuisine #elizabethamsterdam #amsterdamdining","['gnocchi', 'peas', 'sauce']"
Scallops cooked to perfection in restaurante savini!! They have glutenfree pasta too!! #glutenfreedinner #dinner #instaglutenfree #instafood #celiac #coeliac #glutenfri #glutenfree #glutenfrei #glutenvrij #glutenfritt #sansgluten #senzaglutine #nogluten #eatingoutinamsterdam #amsterdamfood #glutenfreeinamsterdam #glutenfreeeatingout #eeeeeats #food #nom #scallops #delicious,"['scallops', 'pasta']"
(simpel maar) heel lekker #egg #avocado #breakfast #coffee #heellekker #amsterdamfood,"['egg', 'avocado', 'coffee']"
Die Spareribs schmecken hier sooooo lecker! \U0001f60d\U0001f60d Nur zum Spareribs essen wieder in Amsterdam. \U0001f602 #Spareribsagain #allyoucaneat  #leidseplein #amsterdam #amsterdamfood,['spareribs']
De Italiaan you've done it again! #amsterdam #foodamsterdam #amsterdamfood #amsterdamfoodie #pizza #glutenfreepizza #gfpizza #glutenfree #glutenfri #glutenvrij #glutenfritt #sansgluten #senzagluten #coeliac #celiac #eatingoutamsterdam #glutenfreeeatingout #nom #eeeeeats #instaglutenfree #instafood,['pizza']
"I never throw food away and I love initiatives that want to reduce food waste!\xa0 So I'm a big fan of Instock, this #Amsterdam restaurant serves a 3 course meal made with food that supermarkets would have thrown away otherwise. And the dishes taste just as good as any other restaurant! Look at these cauliflower-corn patties with mixed vegetables for example! \U0001f64c Ps: they're opening up a 2nd restaurant in #thehague soon! #instocknl","['cauliflower', 'corn', 'vegetables']"
Tibetanese soup and medicine tea @ Tibet restaurant #t#amsterdamfood #tibetrestaurant,"['soup', 'tea']"
Our #FoodieFriday choice this week is De Kas Restaurant in Amsterdam \U0001f4f7 : @weavecat,['kas']
Estaria todo el dia comiendo esta mierda #comercomercomer #addicted #patatasfritas #frites #Amsterdam #vlaamsefrites #amsterdamfood #food #pornfood #porncity #city #reddistrict #tulipanes #yellow #urban #gordis #smile #happy #haciendobase #sweetsweetfantasyamsterdam #sweetsweetfantasypotato #sweetsweetfantasytour #lambily,['frites']
The red light distrct and immediate outskirts has a variety of fast foods and restaurants all conveniently clustered together within walking distance. This Spanish restaurant is true a gem! A small authentic restaurant with amazing paella that I crave the moment I land in Amsterdam. Fresh seafood and chorizo for the win!  @amsterdamfoodie @amsterdamfood #restaurantcentra #spanishfood #amsterdam #netherlands #paella #chorizo #fresh #seafood #foodie #foodgasm #foodporn #foodpics #foodtravel #yummy #delicious #amsterdamfood #amsterdamfoodie #bestofamsterdam,"['paella', 'seafood', 'chorizo']"
This place never disappoints #local #travel #food #foodie #vegetarian #amsterdamfood #amsterdam,['vegetarian']
When in Amsterdam #cuban #cubanita #tapas #restaurantamsterdam #amsterdam #food #decoration #design #interiordesign #spanishfood #amsterdamfood #picoftheday #instapic,['tapas']
\U0001f60d #bagelsandbeans #amsterdamfood #yummy #bagel,['bagel']
Duck ramen #amsterdam  #foodforlife #healthyfood #amsterdamfood #ramen #duck #foodlove,"['duck', 'ramen']"
Once a month ritual: Alaskan king crab loves you #iamamsterdam #amsterdam #amsterdamdining #amsterdamfood #amsterdamrestaurants,['crab']
Apple pie and cappuccino \u2600\ufe0f\u2615\ufe0f\U0001f34e #dessertwithaview #amsterdameats #amsterdamfood #mapstr #foodporn #applepie #butfirstcoffee #babsi #love,"['apple', 'pie', 'cappuccino', 'apple pie']"
"Hello Amsterdam! Starting off with fries with mayo & curry sauce \U0001f35f\U0001f1f3\U0001f1f1 . \U0001f4cdVlaams Friteshuis Vleminckx - Voetboogstraat 33, 1012 XK Amsterdam  #vlaams #friteshuis #fries #amsterdam #amsterdamfood #wheretoeatamsterdam #amsterdameats #eeeeeats","['curry', 'sauce']"
Only 5 more days before the launch of the webshop www.gateaubobeau.nl \u270c\U0001f3fc\U0001f389 This red velvet cupcake is just d.e.l.i.c.i.o.u.s \U0001f60b  #redvelvetcupcakes #amsterdamfood #yummyfood #redvelvet #cupcakelove #delicious #gateaubobeau #amsterdamwest,['cupcake']
"Kiwi brunch scene \U0001f60b\U0001f373 . \U0001f4cdBakers & Roasters - Eerste Jacob van Campenstraat 54, 1072 BH Amsterdam  #bakersandroasters #brunch #eeeeeats #amsterdameats #wheretoeatamsterdam #amsterdamfood #amsterdam #amsterdambrunch",['kiwi']
"Truffle glazed burger, yum!  #amsterdam #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelfood #tourism #travelblog #local #instatraveling  #travelgram #travelingram #expat #europe #amsterdamfood #holland #amsterdamburger #meat #burger",['meat']
"Truffle pizza, red quinoa salad and bitterballens \U0001f355\U0001f374 . \U0001f4cdJackson Dubois - Spui 10, 1012 Amsterdam  #jacksondubois #trufflepizza #amsterdameats #wheretoeatamsterdam #amsterdamfood #eeeeeats #amsterdamfoodie","['pizza', 'quinoa', 'salad']"
\U0001f374 AmsterdamKOOKT (Amsterdam Cooks \U0001f609) AMSTERDAM \U0001f374\u15f0\u15e9GI\u1455 \u15f0\u144c\u1515\u157c\u1587OO\u15f0 G\u15e9\u14aa\u14aaE\u1587Y \u2728!! This week!! \U0001f60b #thingstodo #nomnomnom #amsterdam #weekend #holland #amsterdamfood #music \U0001f3b6 #food \U0001f374 #drinks \U0001f379 #wine \U0001f377 #agenda #amsterdamcity #amsterdamlife #dammie #foodtrucks \U0001f9c0 #amsterdam #foodparty  #amsterdamrai \U0001f32e #drinks  #amsterdam2016 \U0001f343 #foodtruck \U0001f354 #foodfestival #amsterdamkooktfestival #festival #thenetherlands \U0001f1f3\U0001f1f1 #cocktails #funtimes #streetfood #dj #\u0410\u043c\u0441\u0442\u0435\u0440\u0434\u0430\u043c @amsterdamkookt #020  #jammie,['wine']
